CREATEDATE	SITE	TH_TT	ST	TH_UU	ST	TH_TD	ST	TAMAX_06-18	ST	TAMIN_18-06	ST
2022-01-21 00:00:03	MET_GARDEN	-3,10	 	90,00	 	-4,36	 	1,60	 	-3,60	 
2022-01-21 00:01:00	MET_GARDEN	-3,10	 	89,00	 	-4,50	 	1,60	 	-3,60	 
2022-01-21 00:02:00	MET_GARDEN	-3,10	 	88,00	 	-4,63	 	1,60	 	-3,60	 
2022-01-21 00:03:00	MET_GARDEN	-3,10	 	88,00	 	-4,63	 	1,60	 	-3,60	 
2022-01-21 00:04:00	MET_GARDEN	-3,10	 	87,00	 	-4,77	 	1,60	 	-3,60	 
2022-01-21 00:05:00	MET_GARDEN	-3,10	 	87,00	 	-4,77	 	1,60	 	-3,60	 
2022-01-21 00:06:00	MET_GARDEN	-3,20	 	87,00	 	-4,86	 	1,60	 	-3,60	 
2022-01-21 00:07:00	MET_GARDEN	-3,20	 	86,00	 	-5,00	 	1,60	 	-3,60	 
2022-01-21 00:08:00	MET_GARDEN	-3,30	 	86,00	 	-5,10	 	1,60	 	-3,60	 
2022-01-21 00:09:00	MET_GARDEN	-3,30	 	86,00	 	-5,10	 	1,60	 	-3,60	 
2022-01-21 00:10:00	MET_GARDEN	-3,30	 	86,00	 	-5,10	 	1,60	 	-3,60	 
2022-01-21 00:11:00	MET_GARDEN	-3,30	 	85,00	 	-5,24	 	1,60	 	-3,60	 
2022-01-21 00:12:00	MET_GARDEN	-3,30	 	85,00	 	-5,24	 	1,60	 	-3,60	 
2022-01-21 00:13:00	MET_GARDEN	-3,20	 	85,00	 	-5,14	 	1,60	 	-3,60	 
2022-01-21 00:14:00	MET_GARDEN	-3,20	 	84,00	 	-5,28	 	1,60	 	-3,60	 
2022-01-21 00:15:00	MET_GARDEN	-3,20	 	84,00	 	-5,28	 	1,60	 	-3,60	 
2022-01-21 00:16:00	MET_GARDEN	-3,20	 	84,00	 	-5,28	 	1,60	 	-3,60	 
2022-01-21 00:17:00	MET_GARDEN	-3,20	 	84,00	 	-5,28	 	1,60	 	-3,60	 
2022-01-21 00:18:00	MET_GARDEN	-3,30	 	84,00	 	-5,38	 	1,60	 	-3,60	 
2022-01-21 00:19:00	MET_GARDEN	-3,30	 	84,00	 	-5,38	 	1,60	 	-3,60	 
2022-01-21 00:20:00	MET_GARDEN	-3,30	 	84,00	 	-5,38	 	1,60	 	-3,60	 
2022-01-21 00:21:00	MET_GARDEN	-3,40	 	84,00	 	-5,48	 	1,60	 	-3,60	 
2022-01-21 00:22:00	MET_GARDEN	-3,40	 	85,00	 	-5,34	 	1,60	 	-3,60	 
2022-01-21 00:23:00	MET_GARDEN	-3,40	 	85,00	 	-5,34	 	1,60	 	-3,60	 
2022-01-21 00:24:00	MET_GARDEN	-3,40	 	85,00	 	-5,34	 	1,60	 	-3,60	 
2022-01-21 00:25:00	MET_GARDEN	-3,40	 	85,00	 	-5,34	 	1,60	 	-3,60	 
2022-01-21 00:26:00	MET_GARDEN	-3,50	 	85,00	 	-5,44	 	1,60	 	-3,60	 
2022-01-21 00:27:00	MET_GARDEN	-3,50	 	85,00	 	-5,44	 	1,60	 	-3,60	 
2022-01-21 00:28:00	MET_GARDEN	-3,50	 	85,00	 	-5,44	 	1,60	 	-3,60	 
2022-01-21 00:29:00	MET_GARDEN	-3,50	 	85,00	 	-5,44	 	1,60	 	-3,60	 
2022-01-21 00:30:00	MET_GARDEN	-3,50	 	85,00	 	-5,44	 	1,60	 	-3,60	 
2022-01-21 00:31:00	MET_GARDEN	-3,60	 	85,00	 	-5,53	 	1,60	 	-3,60	 
2022-01-21 00:32:00	MET_GARDEN	-3,70	 	85,00	 	-5,63	 	1,60	 	-3,70	 
2022-01-21 00:33:00	MET_GARDEN	-3,70	 	85,00	 	-5,63	 	1,60	 	-3,70	 
2022-01-21 00:34:00	MET_GARDEN	-3,60	 	85,00	 	-5,53	 	1,60	 	-3,70	 
2022-01-21 00:35:00	MET_GARDEN	-3,60	 	85,00	 	-5,53	 	1,60	 	-3,70	 
2022-01-21 00:36:00	MET_GARDEN	-3,60	 	86,00	 	-5,40	 	1,60	 	-3,70	 
2022-01-21 00:37:00	MET_GARDEN	-3,60	 	86,00	 	-5,40	 	1,60	 	-3,70	 
2022-01-21 00:38:00	MET_GARDEN	-3,50	 	86,00	 	-5,30	 	1,60	 	-3,70	 
2022-01-21 00:39:00	MET_GARDEN	-3,50	 	85,00	 	-5,44	 	1,60	 	-3,70	 
2022-01-21 00:40:00	MET_GARDEN	-3,60	 	85,00	 	-5,53	 	1,60	 	-3,70	 
2022-01-21 00:41:00	MET_GARDEN	-3,60	 	85,00	 	-5,53	 	1,60	 	-3,70	 
