CREATEDATE	SITE	PA_INS (HPA)	ST	PA_QNH (HPA)	ST	PA_QFE_AD (HPA)	ST	PA_QFF (HPA)	ST	TL	ST	ALT (FT)	ST	PA_QFESYNOP (HPA)	ST	PA_QFE_TDZ24 (HPA)	ST	PA_QFE_TDZ06 (HPA)	ST	PA_QFE_TDZ31 (HPA)	ST	PA_QFE_TDZ13 (HPA)	ST	QFESYNOP3H (HPA)	ST	QFESYNOPT (HPA)	ST
2022-01-17 00:00:00	AD	980,30	 	1023,75	 	978,96	 	1025,83	 	60	 	 	 	980,30	 	981,79	 	980,13	 	979,02	 	981,69	 	0,00	 	0	 
2022-01-17 00:01:00	AD	980,20	 	1023,64	 	978,86	 	1025,72	 	60	 	 	 	980,20	 	981,69	 	980,03	 	978,93	 	981,59	 	0,00	 	0	 
2022-01-17 00:02:00	AD	980,10	 	1023,54	 	978,76	 	1025,62	 	60	 	 	 	980,10	 	981,59	 	979,93	 	978,83	 	981,49	 	-0,10	 	0	 
2022-01-17 00:03:00	AD	980,20	 	1023,64	 	978,86	 	1025,71	 	60	 	 	 	980,20	 	981,69	 	980,03	 	978,93	 	981,59	 	-0,10	 	0	 
2022-01-17 00:04:00	AD	980,20	 	1023,64	 	978,86	 	1025,71	 	60	 	 	 	980,20	 	981,69	 	980,03	 	978,93	 	981,59	 	-0,10	 	0	 
2022-01-17 00:05:00	AD	980,20	 	1023,64	 	978,86	 	1025,71	 	60	 	 	 	980,20	 	981,69	 	980,03	 	978,93	 	981,59	 	-0,10	 	0	 
2022-01-17 00:06:00	AD	980,10	 	1023,54	 	978,76	 	1025,60	 	60	 	 	 	980,10	 	981,59	 	979,93	 	978,83	 	981,49	 	-0,10	 	0	 
2022-01-17 00:07:00	AD	980,10	 	1023,54	 	978,76	 	1025,60	 	60	 	 	 	980,10	 	981,59	 	979,93	 	978,83	 	981,49	 	-0,10	 	0	 
2022-01-17 00:08:00	AD	980,10	 	1023,54	 	978,76	 	1025,60	 	60	 	 	 	980,10	 	981,59	 	979,93	 	978,83	 	981,49	 	-0,10	 	0	 
2022-01-17 00:09:00	AD	980,10	 	1023,54	 	978,76	 	1025,60	 	60	 	 	 	980,10	 	981,59	 	979,93	 	978,83	 	981,49	 	-0,10	 	0	 
2022-01-17 00:10:00	AD	980,10	 	1023,54	 	978,76	 	1025,62	 	60	 	 	 	980,10	 	981,59	 	979,93	 	978,83	 	981,49	 	-0,10	 	0	 
2022-01-17 00:11:00	AD	980,10	 	1023,54	 	978,76	 	1025,62	 	60	 	 	 	980,10	 	981,59	 	979,93	 	978,83	 	981,49	 	-0,10	 	0	 
2022-01-17 00:12:00	AD	980,10	 	1023,54	 	978,76	 	1025,62	 	60	 	 	 	980,10	 	981,59	 	979,93	 	978,83	 	981,49	 	-0,10	 	8	 
2022-01-17 00:13:00	AD	980,20	 	1023,64	 	978,86	 	1025,72	 	60	 	 	 	980,20	 	981,69	 	980,03	 	978,93	 	981,59	 	-0,10	 	8	 
2022-01-17 00:14:00	AD	980,20	 	1023,64	 	978,86	 	1025,72	 	60	 	 	 	980,20	 	981,69	 	980,03	 	978,93	 	981,59	 	-0,10	 	8	 
2022-01-17 00:15:00	AD	980,10	 	1023,54	 	978,76	 	1025,62	 	60	 	 	 	980,10	 	981,59	 	979,93	 	978,83	 	981,49	 	-0,10	 	8	 
2022-01-17 00:16:00	AD	980,10	 	1023,54	 	978,76	 	1025,62	 	60	 	 	 	980,10	 	981,59	 	979,93	 	978,83	 	981,49	 	-0,10	 	8	 
2022-01-17 00:17:00	AD	980,00	 	1023,44	 	978,66	 	1025,50	 	60	 	 	 	980,00	 	981,49	 	979,83	 	978,73	 	981,39	 	-0,10	 	8	 
2022-01-17 00:18:00	AD	980,00	 	1023,44	 	978,66	 	1025,50	 	60	 	 	 	980,00	 	981,49	 	979,83	 	978,73	 	981,39	 	-0,10	 	8	 
2022-01-17 00:19:00	AD	980,00	 	1023,44	 	978,66	 	1025,50	 	60	 	 	 	980,00	 	981,49	 	979,83	 	978,73	 	981,39	 	-0,10	 	8	 
2022-01-17 00:20:00	AD	980,00	 	1023,44	 	978,66	 	1025,51	 	60	 	 	 	980,00	 	981,49	 	979,83	 	978,73	 	981,39	 	-0,10	 	8	 
2022-01-17 00:21:00	AD	980,00	 	1023,44	 	978,66	 	1025,51	 	60	 	 	 	980,00	 	981,49	 	979,83	 	978,73	 	981,39	 	-0,10	 	8	 
2022-01-17 00:22:00	AD	980,00	 	1023,44	 	978,66	 	1025,51	 	60	 	 	 	980,00	 	981,49	 	979,83	 	978,73	 	981,39	 	-0,30	 	8	 
2022-01-17 00:23:00	AD	979,90	 	1023,33	 	978,56	 	1025,41	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,30	 	8	 
2022-01-17 00:24:00	AD	979,90	 	1023,33	 	978,56	 	1025,41	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,30	 	8	 
2022-01-17 00:25:00	AD	980,00	 	1023,44	 	978,66	 	1025,51	 	60	 	 	 	980,00	 	981,49	 	979,83	 	978,73	 	981,39	 	-0,30	 	8	 
2022-01-17 00:26:00	AD	980,00	 	1023,44	 	978,66	 	1025,50	 	60	 	 	 	980,00	 	981,49	 	979,83	 	978,73	 	981,39	 	-0,30	 	8	 
2022-01-17 00:27:00	AD	980,00	 	1023,44	 	978,66	 	1025,50	 	60	 	 	 	980,00	 	981,49	 	979,83	 	978,73	 	981,39	 	-0,30	 	8	 
2022-01-17 00:28:00	AD	980,00	 	1023,44	 	978,66	 	1025,51	 	60	 	 	 	980,00	 	981,49	 	979,83	 	978,73	 	981,39	 	-0,30	 	8	 
2022-01-17 00:29:00	AD	980,10	 	1023,54	 	978,76	 	1025,60	 	60	 	 	 	980,10	 	981,59	 	979,93	 	978,83	 	981,49	 	-0,30	 	8	 
2022-01-17 00:30:00	AD	980,00	 	1023,44	 	978,66	 	1025,50	 	60	 	 	 	980,00	 	981,49	 	979,83	 	978,73	 	981,39	 	-0,30	 	8	 
2022-01-17 00:31:00	AD	980,00	 	1023,44	 	978,66	 	1025,51	 	60	 	 	 	980,00	 	981,49	 	979,83	 	978,73	 	981,39	 	-0,30	 	8	 
2022-01-17 00:32:00	AD	979,90	 	1023,33	 	978,56	 	1025,39	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,30	 	8	 
2022-01-17 00:33:00	AD	980,00	 	1023,44	 	978,66	 	1025,50	 	60	 	 	 	980,00	 	981,49	 	979,83	 	978,73	 	981,39	 	-0,30	 	8	 
2022-01-17 00:34:00	AD	980,00	 	1023,44	 	978,66	 	1025,48	 	60	 	 	 	980,00	 	981,49	 	979,83	 	978,73	 	981,39	 	-0,30	 	8	 
2022-01-17 00:35:00	AD	980,00	 	1023,44	 	978,66	 	1025,48	 	60	 	 	 	980,00	 	981,49	 	979,83	 	978,73	 	981,39	 	-0,30	 	8	 
2022-01-17 00:36:00	AD	980,00	 	1023,44	 	978,66	 	1025,50	 	60	 	 	 	980,00	 	981,49	 	979,83	 	978,73	 	981,39	 	-0,30	 	8	 
2022-01-17 00:37:00	AD	979,90	 	1023,33	 	978,56	 	1025,39	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,30	 	8	 
2022-01-17 00:38:00	AD	980,00	 	1023,44	 	978,66	 	1025,51	 	60	 	 	 	980,00	 	981,49	 	979,83	 	978,73	 	981,39	 	-0,30	 	8	 
2022-01-17 00:39:00	AD	979,90	 	1023,33	 	978,56	 	1025,39	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,30	 	8	 
2022-01-17 00:40:00	AD	980,00	 	1023,44	 	978,66	 	1025,50	 	60	 	 	 	980,00	 	981,49	 	979,83	 	978,73	 	981,39	 	-0,30	 	8	 
2022-01-17 00:41:00	AD	979,90	 	1023,33	 	978,56	 	1025,39	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,30	 	8	 
2022-01-17 00:42:00	AD	979,90	 	1023,33	 	978,56	 	1025,39	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,50	 	8	 
2022-01-17 00:43:00	AD	979,90	 	1023,33	 	978,56	 	1025,41	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,50	 	8	 
2022-01-17 00:44:00	AD	979,90	 	1023,33	 	978,56	 	1025,39	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,50	 	8	 
2022-01-17 00:45:00	AD	979,90	 	1023,33	 	978,56	 	1025,41	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,50	 	8	 
2022-01-17 00:46:00	AD	979,90	 	1023,33	 	978,56	 	1025,41	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,50	 	8	 
2022-01-17 00:47:00	AD	979,90	 	1023,33	 	978,56	 	1025,39	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,50	 	8	 
2022-01-17 00:48:00	AD	979,90	 	1023,33	 	978,56	 	1025,41	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,50	 	8	 
2022-01-17 00:49:00	AD	980,00	 	1023,44	 	978,66	 	1025,51	 	60	 	 	 	980,00	 	981,49	 	979,83	 	978,73	 	981,39	 	-0,50	 	8	 
2022-01-17 00:50:00	AD	979,80	 	1023,23	 	978,46	 	1025,30	 	60	 	 	 	979,80	 	981,29	 	979,63	 	978,53	 	981,19	 	-0,50	 	8	 
2022-01-17 00:51:00	AD	980,00	 	1023,44	 	978,66	 	1025,51	 	60	 	 	 	980,00	 	981,49	 	979,83	 	978,73	 	981,39	 	-0,50	 	8	 
2022-01-17 00:52:00	AD	979,90	 	1023,33	 	978,56	 	1025,41	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,50	 	8	 
2022-01-17 00:53:00	AD	980,00	 	1023,44	 	978,66	 	1025,51	 	60	 	 	 	980,00	 	981,49	 	979,83	 	978,73	 	981,39	 	-0,50	 	8	 
2022-01-17 00:54:00	AD	979,90	 	1023,33	 	978,56	 	1025,41	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,50	 	8	 
2022-01-17 00:55:00	AD	979,90	 	1023,33	 	978,56	 	1025,43	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,50	 	8	 
2022-01-17 00:56:00	AD	979,90	 	1023,33	 	978,56	 	1025,43	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,50	 	8	 
2022-01-17 00:57:00	AD	979,90	 	1023,33	 	978,56	 	1025,43	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,50	 	8	 
2022-01-17 00:58:00	AD	979,70	 	1023,13	 	978,36	 	1025,22	 	60	 	 	 	979,70	 	981,19	 	979,53	 	978,43	 	981,09	 	-0,50	 	8	 
2022-01-17 00:59:00	AD	979,90	 	1023,33	 	978,56	 	1025,41	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,50	 	8	 
2022-01-17 01:00:00	AD	980,00	 	1023,44	 	978,66	 	1025,51	 	60	 	 	 	980,00	 	981,49	 	979,83	 	978,73	 	981,39	 	-0,50	 	8	 
2022-01-17 01:01:00	AD	980,00	 	1023,44	 	978,66	 	1025,51	 	60	 	 	 	980,00	 	981,49	 	979,83	 	978,73	 	981,39	 	-0,50	 	8	 
2022-01-17 01:02:00	AD	979,80	 	1023,23	 	978,46	 	1025,30	 	60	 	 	 	979,80	 	981,29	 	979,63	 	978,53	 	981,19	 	-0,40	 	8	 
2022-01-17 01:03:00	AD	979,90	 	1023,33	 	978,56	 	1025,41	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,40	 	8	 
2022-01-17 01:04:00	AD	979,90	 	1023,33	 	978,56	 	1025,41	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,40	 	8	 
2022-01-17 01:05:00	AD	979,90	 	1023,33	 	978,56	 	1025,41	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,40	 	8	 
2022-01-17 01:06:00	AD	979,90	 	1023,33	 	978,56	 	1025,41	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,40	 	8	 
2022-01-17 01:07:00	AD	979,90	 	1023,33	 	978,56	 	1025,41	 	60	 	 	 	979,90	 	981,39	 	979,73	 	978,63	 	981,29	 	-0,40	 	8	 
2022-01-17 01:08:00	AD	979,70	 	1023,13	 	978,36	 	1025,20	 	60	 	 	 	979,70	 	981,19	 	979,53	 	978,43	 	981,09	 	-0,40	 	8	 
2022-01-17 01:09:00	AD	979,80	 	1023,23	 	978,46	 	1025,30	 	60	 	 	 	979,80	 	981,29	 	979,63	 	978,53	 	981,19	 	-0,40	 	8	 
