CREATEDATE	SITE	PA_INS (HPA)	ST	PA_QNH (HPA)	ST	PA_QFE_AD (HPA)	ST	PA_QFF (HPA)	ST	TL	ST	ALT (FT)	ST	PA_QFESYNOP (HPA)	ST	PA_QFE_TDZ24 (HPA)	ST	PA_QFE_TDZ06 (HPA)	ST	PA_QFE_TDZ31 (HPA)	ST	PA_QFE_TDZ13 (HPA)	ST	QFESYNOP3H (HPA)	ST	QFESYNOPT (HPA)	ST
2022-01-11 00:00:01	AD	984,80	 	1028,41	 	983,44	 	1030,86	 	60	 	 	 	984,80	 	986,30	 	984,63	 	983,51	 	986,21	 	1,70	 	1	 
2022-01-11 00:01:00	AD	984,80	 	1028,41	 	983,44	 	1030,88	 	60	 	 	 	984,80	 	986,30	 	984,63	 	983,51	 	986,21	 	1,70	 	1	 
2022-01-11 00:02:00	AD	984,80	 	1028,41	 	983,44	 	1030,88	 	60	 	 	 	984,80	 	986,31	 	984,63	 	983,51	 	986,21	 	1,70	 	1	 
2022-01-11 00:03:00	AD	984,80	 	1028,41	 	983,44	 	1030,90	 	60	 	 	 	984,80	 	986,31	 	984,63	 	983,51	 	986,21	 	1,70	 	1	 
2022-01-11 00:04:00	AD	984,90	 	1028,51	 	983,54	 	1031,02	 	60	 	 	 	984,90	 	986,41	 	984,73	 	983,61	 	986,31	 	1,70	 	1	 
2022-01-11 00:05:00	AD	984,80	 	1028,41	 	983,44	 	1030,93	 	60	 	 	 	984,80	 	986,31	 	984,63	 	983,51	 	986,21	 	1,70	 	1	 
2022-01-11 00:06:00	AD	984,80	 	1028,41	 	983,44	 	1030,93	 	60	 	 	 	984,80	 	986,31	 	984,63	 	983,51	 	986,21	 	1,70	 	1	 
2022-01-11 00:07:00	AD	984,90	 	1028,51	 	983,54	 	1031,04	 	60	 	 	 	984,90	 	986,41	 	984,73	 	983,61	 	986,31	 	1,70	 	1	 
2022-01-11 00:08:00	AD	984,90	 	1028,51	 	983,54	 	1031,04	 	60	 	 	 	984,90	 	986,41	 	984,73	 	983,61	 	986,31	 	1,70	 	1	 
2022-01-11 00:09:00	AD	984,90	 	1028,51	 	983,54	 	1031,06	 	60	 	 	 	984,90	 	986,41	 	984,73	 	983,61	 	986,31	 	1,70	 	1	 
2022-01-11 00:10:00	AD	984,90	 	1028,51	 	983,54	 	1031,06	 	60	 	 	 	984,90	 	986,41	 	984,73	 	983,61	 	986,31	 	1,70	 	1	 
2022-01-11 00:11:00	AD	984,90	 	1028,51	 	983,54	 	1031,06	 	60	 	 	 	984,90	 	986,41	 	984,73	 	983,61	 	986,31	 	1,70	 	1	 
2022-01-11 00:12:00	AD	984,90	 	1028,51	 	983,54	 	1031,06	 	60	 	 	 	984,90	 	986,41	 	984,73	 	983,61	 	986,31	 	1,60	 	1	 
2022-01-11 00:13:00	AD	984,90	 	1028,51	 	983,54	 	1031,07	 	60	 	 	 	984,90	 	986,41	 	984,73	 	983,61	 	986,31	 	1,60	 	1	 
2022-01-11 00:14:00	AD	984,90	 	1028,51	 	983,54	 	1031,11	 	60	 	 	 	984,90	 	986,41	 	984,73	 	983,61	 	986,31	 	1,60	 	1	 
2022-01-11 00:15:00	AD	984,90	 	1028,51	 	983,54	 	1031,11	 	60	 	 	 	984,90	 	986,41	 	984,73	 	983,61	 	986,31	 	1,60	 	1	 
2022-01-11 00:16:00	AD	984,90	 	1028,51	 	983,54	 	1031,11	 	60	 	 	 	984,90	 	986,41	 	984,73	 	983,61	 	986,31	 	1,60	 	1	 
2022-01-11 00:17:00	AD	984,90	 	1028,51	 	983,54	 	1031,11	 	60	 	 	 	984,90	 	986,41	 	984,73	 	983,61	 	986,31	 	1,60	 	1	 
2022-01-11 00:18:00	AD	984,90	 	1028,51	 	983,54	 	1031,09	 	60	 	 	 	984,90	 	986,41	 	984,73	 	983,61	 	986,31	 	1,60	 	1	 
2022-01-11 00:19:00	AD	984,90	 	1028,51	 	983,54	 	1031,09	 	60	 	 	 	984,90	 	986,41	 	984,73	 	983,61	 	986,31	 	1,60	 	1	 
2022-01-11 00:20:00	AD	984,90	 	1028,51	 	983,54	 	1031,09	 	60	 	 	 	984,90	 	986,41	 	984,73	 	983,61	 	986,31	 	1,60	 	1	 
2022-01-11 00:21:00	AD	984,90	 	1028,51	 	983,54	 	1031,09	 	60	 	 	 	984,90	 	986,41	 	984,73	 	983,61	 	986,31	 	1,60	 	1	 
2022-01-11 00:22:00	AD	985,00	 	1028,62	 	983,64	 	1031,21	 	60	 	 	 	985,00	 	986,51	 	984,83	 	983,71	 	986,41	 	1,70	 	1	 
2022-01-11 00:23:00	AD	985,00	 	1028,62	 	983,64	 	1031,21	 	60	 	 	 	985,00	 	986,51	 	984,83	 	983,71	 	986,41	 	1,70	 	1	 
2022-01-11 00:24:00	AD	985,00	 	1028,62	 	983,64	 	1031,23	 	60	 	 	 	985,00	 	986,51	 	984,83	 	983,71	 	986,41	 	1,70	 	1	 
2022-01-11 00:25:00	AD	985,00	 	1028,62	 	983,64	 	1031,23	 	60	 	 	 	985,00	 	986,51	 	984,83	 	983,71	 	986,41	 	1,70	 	1	 
2022-01-11 00:26:00	AD	985,00	 	1028,62	 	983,64	 	1031,23	 	60	 	 	 	985,00	 	986,51	 	984,83	 	983,71	 	986,41	 	1,70	 	1	 
2022-01-11 00:27:00	AD	984,90	 	1028,51	 	983,54	 	1031,12	 	60	 	 	 	984,90	 	986,41	 	984,73	 	983,61	 	986,31	 	1,70	 	1	 
2022-01-11 00:28:00	AD	984,90	 	1028,51	 	983,54	 	1031,12	 	60	 	 	 	984,90	 	986,41	 	984,73	 	983,61	 	986,31	 	1,70	 	1	 
2022-01-11 00:29:00	AD	984,90	 	1028,51	 	983,54	 	1031,12	 	60	 	 	 	984,90	 	986,41	 	984,73	 	983,61	 	986,31	 	1,70	 	1	 
2022-01-11 00:30:00	AD	984,90	 	1028,51	 	983,54	 	1031,11	 	60	 	 	 	984,90	 	986,41	 	984,73	 	983,61	 	986,31	 	1,70	 	1	 
2022-01-11 00:31:00	AD	985,00	 	1028,62	 	983,64	 	1031,19	 	60	 	 	 	985,00	 	986,51	 	984,83	 	983,71	 	986,41	 	1,70	 	1	 
2022-01-11 00:32:00	AD	985,00	 	1028,62	 	983,64	 	1031,19	 	60	 	 	 	985,00	 	986,51	 	984,83	 	983,71	 	986,41	 	1,60	 	1	 
2022-01-11 00:33:00	AD	984,90	 	1028,51	 	983,54	 	1031,09	 	60	 	 	 	984,90	 	986,41	 	984,73	 	983,61	 	986,31	 	1,60	 	1	 
2022-01-11 00:34:00	AD	985,00	 	1028,62	 	983,64	 	1031,21	 	60	 	 	 	985,00	 	986,51	 	984,83	 	983,71	 	986,41	 	1,60	 	1	 
2022-01-11 00:35:00	AD	985,00	 	1028,62	 	983,64	 	1031,21	 	60	 	 	 	985,00	 	986,51	 	984,83	 	983,71	 	986,41	 	1,60	 	1	 
2022-01-11 00:36:00	AD	985,00	 	1028,62	 	983,64	 	1031,21	 	60	 	 	 	985,00	 	986,51	 	984,83	 	983,71	 	986,41	 	1,60	 	1	 
2022-01-11 00:37:00	AD	985,00	 	1028,62	 	983,64	 	1031,21	 	60	 	 	 	985,00	 	986,51	 	984,83	 	983,71	 	986,41	 	1,60	 	1	 
2022-01-11 00:38:00	AD	985,00	 	1028,62	 	983,64	 	1031,23	 	60	 	 	 	985,00	 	986,51	 	984,83	 	983,71	 	986,41	 	1,60	 	1	 
2022-01-11 00:39:00	AD	985,00	 	1028,62	 	983,64	 	1031,25	 	60	 	 	 	985,00	 	986,51	 	984,83	 	983,71	 	986,41	 	1,60	 	1	 
2022-01-11 00:40:00	AD	985,00	 	1028,62	 	983,64	 	1031,25	 	60	 	 	 	985,00	 	986,51	 	984,83	 	983,71	 	986,41	 	1,60	 	1	 
2022-01-11 00:41:00	AD	985,00	 	1028,62	 	983,64	 	1031,25	 	60	 	 	 	985,00	 	986,51	 	984,83	 	983,71	 	986,41	 	1,60	 	1	 
2022-01-11 00:42:00	AD	985,00	 	1028,62	 	983,64	 	1031,23	 	60	 	 	 	985,00	 	986,51	 	984,83	 	983,71	 	986,41	 	1,50	 	1	 
2022-01-11 00:43:00	AD	985,00	 	1028,62	 	983,64	 	1031,21	 	60	 	 	 	985,00	 	986,51	 	984,83	 	983,71	 	986,41	 	1,50	 	1	 
2022-01-11 00:44:00	AD	985,00	 	1028,62	 	983,64	 	1031,19	 	60	 	 	 	985,00	 	986,51	 	984,83	 	983,71	 	986,41	 	1,50	 	1	 
2022-01-11 00:45:00	AD	985,00	 	1028,62	 	983,64	 	1031,19	 	60	 	 	 	985,00	 	986,51	 	984,83	 	983,71	 	986,41	 	1,50	 	1	 
2022-01-11 00:46:00	AD	985,00	 	1028,62	 	983,64	 	1031,18	 	60	 	 	 	985,00	 	986,51	 	984,83	 	983,71	 	986,41	 	1,50	 	1	 
2022-01-11 00:47:00	AD	985,10	 	1028,72	 	983,74	 	1031,28	 	60	 	 	 	985,10	 	986,61	 	984,93	 	983,81	 	986,51	 	1,50	 	1	 
2022-01-11 00:48:00	AD	985,10	 	1028,72	 	983,74	 	1031,28	 	60	 	 	 	985,10	 	986,61	 	984,93	 	983,81	 	986,51	 	1,50	 	1	 
2022-01-11 00:49:00	AD	985,10	 	1028,72	 	983,74	 	1031,30	 	60	 	 	 	985,10	 	986,61	 	984,93	 	983,81	 	986,51	 	1,50	 	1	 
2022-01-11 00:50:00	AD	985,10	 	1028,72	 	983,74	 	1031,30	 	60	 	 	 	985,10	 	986,61	 	984,93	 	983,81	 	986,51	 	1,50	 	1	 
2022-01-11 00:51:00	AD	985,10	 	1028,72	 	983,74	 	1031,32	 	60	 	 	 	985,10	 	986,61	 	984,93	 	983,81	 	986,51	 	1,50	 	1	 
2022-01-11 00:52:00	AD	985,10	 	1028,72	 	983,74	 	1031,33	 	60	 	 	 	985,10	 	986,61	 	984,93	 	983,81	 	986,51	 	1,40	 	1	 
2022-01-11 00:53:00	AD	985,10	 	1028,72	 	983,74	 	1031,33	 	60	 	 	 	985,10	 	986,61	 	984,93	 	983,81	 	986,51	 	1,40	 	1	 
2022-01-11 00:54:00	AD	985,10	 	1028,72	 	983,74	 	1031,32	 	60	 	 	 	985,10	 	986,61	 	984,93	 	983,81	 	986,51	 	1,40	 	1	 
2022-01-11 00:55:00	AD	985,10	 	1028,72	 	983,74	 	1031,32	 	60	 	 	 	985,10	 	986,61	 	984,93	 	983,81	 	986,51	 	1,40	 	1	 
2022-01-11 00:56:00	AD	985,20	 	1028,82	 	983,84	 	1031,42	 	60	 	 	 	985,20	 	986,71	 	985,03	 	983,91	 	986,61	 	1,40	 	1	 
2022-01-11 00:57:00	AD	985,20	 	1028,82	 	983,84	 	1031,40	 	60	 	 	 	985,20	 	986,71	 	985,03	 	983,91	 	986,61	 	1,40	 	1	 
2022-01-11 00:58:00	AD	985,20	 	1028,82	 	983,84	 	1031,40	 	60	 	 	 	985,20	 	986,71	 	985,03	 	983,91	 	986,61	 	1,40	 	1	 
2022-01-11 00:59:00	AD	985,20	 	1028,82	 	983,84	 	1031,39	 	60	 	 	 	985,20	 	986,71	 	985,03	 	983,91	 	986,61	 	1,40	 	1	 
2022-01-11 01:00:00	AD	985,20	 	1028,82	 	983,84	 	1031,39	 	60	 	 	 	985,20	 	986,71	 	985,03	 	983,91	 	986,61	 	1,40	 	1	 
2022-01-11 01:01:00	AD	985,20	 	1028,82	 	983,84	 	1031,39	 	60	 	 	 	985,20	 	986,71	 	985,03	 	983,91	 	986,61	 	1,40	 	1	 
2022-01-11 01:02:00	AD	985,30	 	1028,93	 	983,94	 	1031,49	 	60	 	 	 	985,30	 	986,81	 	985,13	 	984,01	 	986,71	 	1,40	 	1	 
2022-01-11 01:03:00	AD	985,30	 	1028,93	 	983,94	 	1031,49	 	60	 	 	 	985,30	 	986,81	 	985,13	 	984,01	 	986,71	 	1,40	 	1	 
2022-01-11 01:04:00	AD	985,30	 	1028,93	 	983,94	 	1031,49	 	60	 	 	 	985,30	 	986,81	 	985,13	 	984,01	 	986,71	 	1,40	 	1	 
2022-01-11 01:05:00	AD	985,30	 	1028,93	 	983,94	 	1031,49	 	60	 	 	 	985,30	 	986,81	 	985,13	 	984,01	 	986,71	 	1,40	 	1	 
2022-01-11 01:06:00	AD	985,30	 	1028,93	 	983,94	 	1031,49	 	60	 	 	 	985,30	 	986,81	 	985,13	 	984,01	 	986,71	 	1,40	 	1	 
2022-01-11 01:07:00	AD	985,30	 	1028,93	 	983,94	 	1031,49	 	60	 	 	 	985,30	 	986,81	 	985,13	 	984,01	 	986,71	 	1,40	 	1	 
2022-01-11 01:08:00	AD	985,30	 	1028,93	 	983,94	 	1031,49	 	60	 	 	 	985,30	 	986,81	 	985,13	 	984,01	 	986,71	 	1,40	 	1	 
2022-01-11 01:09:00	AD	985,30	 	1028,93	 	983,94	 	1031,51	 	60	 	 	 	985,30	 	986,81	 	985,13	 	984,01	 	986,71	 	1,40	 	1	 
2022-01-11 01:10:00	AD	985,30	 	1028,93	 	983,94	 	1031,51	 	60	 	 	 	985,30	 	986,81	 	985,13	 	984,01	 	986,71	 	1,40	 	1	 
2022-01-11 01:11:00	AD	985,30	 	1028,93	 	983,94	 	1031,53	 	60	 	 	 	985,30	 	986,81	 	985,13	 	984,01	 	986,71	 	1,40	 	1	 
2022-01-11 01:12:00	AD	985,30	 	1028,93	 	983,94	 	1031,53	 	60	 	 	 	985,30	 	986,81	 	985,13	 	984,01	 	986,71	 	1,40	 	1	 
2022-01-11 01:13:00	AD	985,40	 	1029,03	 	984,04	 	1031,63	 	60	 	 	 	985,40	 	986,91	 	985,23	 	984,11	 	986,81	 	1,40	 	1	 
2022-01-11 01:14:00	AD	985,30	 	1028,93	 	983,94	 	1031,53	 	60	 	 	 	985,30	 	986,81	 	985,13	 	984,01	 	986,71	 	1,40	 	1	 
2022-01-11 01:15:00	AD	985,30	 	1028,93	 	983,94	 	1031,53	 	60	 	 	 	985,30	 	986,81	 	985,13	 	984,01	 	986,71	 	1,40	 	1	 
2022-01-11 01:16:00	AD	985,30	 	1028,93	 	983,94	 	1031,51	 	60	 	 	 	985,30	 	986,81	 	985,13	 	984,01	 	986,71	 	1,40	 	1	 
2022-01-11 01:17:00	AD	985,40	 	1029,03	 	984,04	 	1031,61	 	60	 	 	 	985,40	 	986,91	 	985,23	 	984,11	 	986,81	 	1,40	 	1	 
2022-01-11 01:18:00	AD	985,40	 	1029,03	 	984,04	 	1031,61	 	60	 	 	 	985,40	 	986,91	 	985,23	 	984,11	 	986,81	 	1,40	 	1	 
2022-01-11 01:19:00	AD	985,40	 	1029,03	 	984,04	 	1031,63	 	60	 	 	 	985,40	 	986,91	 	985,23	 	984,11	 	986,81	 	1,40	 	1	 
2022-01-11 01:20:00	AD	985,40	 	1029,03	 	984,04	 	1031,63	 	60	 	 	 	985,40	 	986,91	 	985,23	 	984,11	 	986,81	 	1,40	 	1	 
2022-01-11 01:21:00	AD	985,40	 	1029,03	 	984,04	 	1031,63	 	60	 	 	 	985,40	 	986,91	 	985,23	 	984,11	 	986,81	 	1,40	 	1	 
2022-01-11 01:22:00	AD	985,40	 	1029,03	 	984,04	 	1031,63	 	60	 	 	 	985,40	 	986,91	 	985,23	 	984,11	 	986,81	 	1,40	 	1	 
2022-01-11 01:23:00	AD	985,40	 	1029,03	 	984,04	 	1031,63	 	60	 	 	 	985,40	 	986,91	 	985,23	 	984,11	 	986,81	 	1,40	 	1	 
