CREATEDATE	SITE	PA_INS (HPA)	ST	PA_QNH (HPA)	ST	PA_QFE_AD (HPA)	ST	PA_QFF (HPA)	ST	TL	ST	ALT (FT)	ST	PA_QFESYNOP (HPA)	ST	PA_QFE_TDZ24 (HPA)	ST	PA_QFE_TDZ06 (HPA)	ST	PA_QFE_TDZ31 (HPA)	ST	PA_QFE_TDZ13 (HPA)	ST	QFESYNOP3H (HPA)	ST	QFESYNOPT (HPA)	ST
2022-01-15 00:00:00	AD	986,30	 	1029,96	 	984,95	 	1031,99	 	60	 	 	 	986,30	 	987,79	 	986,13	 	985,02	 	987,70	 	-0,30	 	6	 
2022-01-15 00:01:00	AD	986,30	 	1029,96	 	984,95	 	1031,99	 	60	 	 	 	986,30	 	987,79	 	986,13	 	985,02	 	987,70	 	-0,30	 	6	 
2022-01-15 00:02:00	AD	986,20	 	1029,86	 	984,85	 	1031,88	 	60	 	 	 	986,20	 	987,69	 	986,03	 	984,92	 	987,60	 	-0,20	 	6	 
2022-01-15 00:03:00	AD	986,20	 	1029,86	 	984,85	 	1031,88	 	60	 	 	 	986,20	 	987,69	 	986,03	 	984,92	 	987,60	 	-0,20	 	6	 
2022-01-15 00:04:00	AD	986,20	 	1029,86	 	984,85	 	1031,88	 	60	 	 	 	986,20	 	987,69	 	986,03	 	984,92	 	987,60	 	-0,20	 	6	 
2022-01-15 00:05:00	AD	986,20	 	1029,86	 	984,86	 	1031,87	 	60	 	 	 	986,20	 	987,69	 	986,03	 	984,92	 	987,60	 	-0,20	 	6	 
2022-01-15 00:06:00	AD	986,20	 	1029,86	 	984,86	 	1031,87	 	60	 	 	 	986,20	 	987,69	 	986,03	 	984,92	 	987,60	 	-0,20	 	6	 
2022-01-15 00:07:00	AD	986,20	 	1029,86	 	984,86	 	1031,87	 	60	 	 	 	986,20	 	987,69	 	986,03	 	984,92	 	987,60	 	-0,20	 	6	 
2022-01-15 00:08:00	AD	986,20	 	1029,86	 	984,86	 	1031,87	 	60	 	 	 	986,20	 	987,69	 	986,03	 	984,92	 	987,60	 	-0,20	 	6	 
2022-01-15 00:09:00	AD	986,20	 	1029,86	 	984,86	 	1031,87	 	60	 	 	 	986,20	 	987,69	 	986,03	 	984,92	 	987,60	 	-0,20	 	6	 
2022-01-15 00:10:00	AD	986,20	 	1029,86	 	984,86	 	1031,87	 	60	 	 	 	986,20	 	987,69	 	986,03	 	984,92	 	987,60	 	-0,20	 	6	 
2022-01-15 00:11:00	AD	986,20	 	1029,86	 	984,86	 	1031,87	 	60	 	 	 	986,20	 	987,69	 	986,03	 	984,92	 	987,60	 	-0,20	 	6	 
2022-01-15 00:12:00	AD	986,10	 	1029,75	 	984,76	 	1031,76	 	60	 	 	 	986,10	 	987,59	 	985,93	 	984,82	 	987,50	 	-0,20	 	8	 
2022-01-15 00:13:00	AD	986,10	 	1029,75	 	984,76	 	1031,76	 	60	 	 	 	986,10	 	987,59	 	985,93	 	984,82	 	987,50	 	-0,20	 	8	 
2022-01-15 00:14:00	AD	986,10	 	1029,75	 	984,76	 	1031,76	 	60	 	 	 	986,10	 	987,59	 	985,93	 	984,82	 	987,50	 	-0,20	 	8	 
2022-01-15 00:15:00	AD	986,10	 	1029,75	 	984,76	 	1031,76	 	60	 	 	 	986,10	 	987,59	 	985,93	 	984,82	 	987,50	 	-0,20	 	8	 
2022-01-15 00:16:00	AD	986,10	 	1029,75	 	984,76	 	1031,76	 	60	 	 	 	986,10	 	987,59	 	985,93	 	984,82	 	987,50	 	-0,20	 	8	 
2022-01-15 00:17:00	AD	986,10	 	1029,75	 	984,76	 	1031,76	 	60	 	 	 	986,10	 	987,59	 	985,93	 	984,82	 	987,50	 	-0,20	 	8	 
2022-01-15 00:18:00	AD	986,10	 	1029,75	 	984,76	 	1031,76	 	60	 	 	 	986,10	 	987,59	 	985,93	 	984,82	 	987,50	 	-0,20	 	8	 
2022-01-15 00:19:00	AD	986,10	 	1029,75	 	984,76	 	1031,76	 	60	 	 	 	986,10	 	987,59	 	985,93	 	984,82	 	987,50	 	-0,20	 	8	 
2022-01-15 00:20:00	AD	986,20	 	1029,86	 	984,86	 	1031,87	 	60	 	 	 	986,20	 	987,69	 	986,03	 	984,92	 	987,60	 	-0,20	 	8	 
2022-01-15 00:21:00	AD	986,20	 	1029,86	 	984,86	 	1031,87	 	60	 	 	 	986,20	 	987,69	 	986,03	 	984,92	 	987,60	 	-0,20	 	8	 
2022-01-15 00:22:00	AD	986,20	 	1029,86	 	984,86	 	1031,85	 	60	 	 	 	986,20	 	987,69	 	986,03	 	984,92	 	987,60	 	-0,20	 	8	 
2022-01-15 00:23:00	AD	986,20	 	1029,86	 	984,86	 	1031,85	 	60	 	 	 	986,20	 	987,69	 	986,03	 	984,92	 	987,60	 	-0,20	 	8	 
2022-01-15 00:24:00	AD	986,20	 	1029,86	 	984,86	 	1031,85	 	60	 	 	 	986,20	 	987,69	 	986,03	 	984,92	 	987,60	 	-0,20	 	8	 
