CREATEDATE	SITE	PA_INS (HPA)	ST	PA_QNH (HPA)	ST	PA_QFE_AD (HPA)	ST	PA_QFF (HPA)	ST	TL	ST	ALT (FT)	ST	PA_QFESYNOP (HPA)	ST	PA_QFE_TDZ24 (HPA)	ST	PA_QFE_TDZ06 (HPA)	ST	PA_QFE_TDZ31 (HPA)	ST	PA_QFE_TDZ13 (HPA)	ST	QFESYNOP3H (HPA)	ST	QFESYNOPT (HPA)	ST
2022-01-14 00:00:00	AD	988,80	 	1032,55	 	987,44	 	1035,00	 	60	 	 	 	988,80	 	990,31	 	988,63	 	987,51	 	990,21	 	-1,40	 	6	 
2022-01-14 00:01:00	AD	988,80	 	1032,55	 	987,44	 	1035,00	 	60	 	 	 	988,80	 	990,31	 	988,63	 	987,51	 	990,21	 	-1,40	 	6	 
2022-01-14 00:02:00	AD	988,80	 	1032,55	 	987,44	 	1035,00	 	60	 	 	 	988,80	 	990,31	 	988,63	 	987,51	 	990,21	 	-1,30	 	6	 
2022-01-14 00:03:00	AD	988,80	 	1032,55	 	987,44	 	1035,00	 	60	 	 	 	988,80	 	990,31	 	988,63	 	987,51	 	990,21	 	-1,30	 	6	 
2022-01-14 00:04:00	AD	988,80	 	1032,55	 	987,44	 	1034,98	 	60	 	 	 	988,80	 	990,31	 	988,63	 	987,51	 	990,21	 	-1,30	 	6	 
2022-01-14 00:05:00	AD	988,70	 	1032,45	 	987,34	 	1034,88	 	60	 	 	 	988,70	 	990,21	 	988,53	 	987,41	 	990,11	 	-1,30	 	6	 
2022-01-14 00:06:00	AD	988,70	 	1032,45	 	987,34	 	1034,86	 	60	 	 	 	988,70	 	990,21	 	988,53	 	987,41	 	990,11	 	-1,30	 	6	 
2022-01-14 00:07:00	AD	988,60	 	1032,34	 	987,24	 	1034,77	 	60	 	 	 	988,60	 	990,11	 	988,43	 	987,31	 	990,01	 	-1,30	 	6	 
2022-01-14 00:08:00	AD	988,60	 	1032,34	 	987,24	 	1034,77	 	60	 	 	 	988,60	 	990,11	 	988,43	 	987,31	 	990,01	 	-1,30	 	6	 
2022-01-14 00:09:00	AD	988,60	 	1032,34	 	987,24	 	1034,77	 	60	 	 	 	988,60	 	990,11	 	988,43	 	987,31	 	990,01	 	-1,30	 	6	 
2022-01-14 00:10:00	AD	988,60	 	1032,34	 	987,24	 	1034,75	 	60	 	 	 	988,60	 	990,11	 	988,43	 	987,31	 	990,01	 	-1,30	 	6	 
2022-01-14 00:11:00	AD	988,60	 	1032,34	 	987,24	 	1034,75	 	60	 	 	 	988,60	 	990,11	 	988,43	 	987,31	 	990,01	 	-1,30	 	6	 
2022-01-14 00:12:00	AD	988,60	 	1032,34	 	987,24	 	1034,74	 	60	 	 	 	988,60	 	990,11	 	988,43	 	987,31	 	990,01	 	-1,50	 	6	 
2022-01-14 00:13:00	AD	988,60	 	1032,34	 	987,24	 	1034,72	 	60	 	 	 	988,60	 	990,11	 	988,43	 	987,31	 	990,01	 	-1,50	 	6	 
2022-01-14 00:14:00	AD	988,60	 	1032,34	 	987,24	 	1034,74	 	60	 	 	 	988,60	 	990,11	 	988,43	 	987,31	 	990,01	 	-1,50	 	6	 
2022-01-14 00:15:00	AD	988,60	 	1032,34	 	987,24	 	1034,74	 	60	 	 	 	988,60	 	990,11	 	988,43	 	987,31	 	990,01	 	-1,50	 	6	 
