CREATEDATE	SITE	PA_INS (HPA)	ST	PA_QNH (HPA)	ST	PA_QFE_AD (HPA)	ST	PA_QFF (HPA)	ST	TL	ST	ALT (FT)	ST	PA_QFESYNOP (HPA)	ST	PA_QFE_TDZ24 (HPA)	ST	PA_QFE_TDZ06 (HPA)	ST	PA_QFE_TDZ31 (HPA)	ST	PA_QFE_TDZ13 (HPA)	ST	QFESYNOP3H (HPA)	ST	QFESYNOPT (HPA)	ST
2022-01-26 00:00:00	AD	986,00	 	1029,65	 	984,65	 	1031,88	 	60	 	 	 	986,00	 	987,50	 	985,83	 	984,72	 	987,40	 	-0,80	 	7	 
2022-01-26 00:01:00	AD	986,00	 	1029,65	 	984,65	 	1031,88	 	60	 	 	 	986,00	 	987,50	 	985,83	 	984,72	 	987,40	 	-0,80	 	7	 
2022-01-26 00:02:00	AD	986,00	 	1029,65	 	984,65	 	1031,88	 	60	 	 	 	986,00	 	987,50	 	985,83	 	984,72	 	987,40	 	-0,80	 	7	 
2022-01-26 00:03:00	AD	986,00	 	1029,65	 	984,65	 	1031,90	 	60	 	 	 	986,00	 	987,50	 	985,83	 	984,71	 	987,40	 	-0,80	 	7	 
2022-01-26 00:04:00	AD	986,00	 	1029,65	 	984,65	 	1031,90	 	60	 	 	 	986,00	 	987,50	 	985,83	 	984,71	 	987,40	 	-0,70	 	7	 
2022-01-26 00:05:00	AD	986,00	 	1029,65	 	984,65	 	1031,90	 	60	 	 	 	986,00	 	987,50	 	985,83	 	984,71	 	987,40	 	-0,70	 	7	 
2022-01-26 00:06:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,70	 	7	 
2022-01-26 00:07:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,70	 	7	 
2022-01-26 00:08:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,70	 	7	 
2022-01-26 00:09:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,70	 	7	 
2022-01-26 00:10:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,70	 	7	 
2022-01-26 00:11:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,70	 	7	 
2022-01-26 00:12:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,70	 	7	 
2022-01-26 00:13:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,70	 	7	 
2022-01-26 00:14:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,80	 	8	 
2022-01-26 00:15:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,80	 	8	 
2022-01-26 00:16:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,80	 	8	 
2022-01-26 00:17:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,80	 	8	 
2022-01-26 00:18:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,80	 	8	 
2022-01-26 00:19:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,80	 	8	 
2022-01-26 00:20:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,80	 	8	 
2022-01-26 00:21:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,80	 	8	 
2022-01-26 00:22:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,80	 	8	 
2022-01-26 00:23:00	AD	985,90	 	1029,55	 	984,55	 	1031,77	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,62	 	987,30	 	-0,80	 	8	 
2022-01-26 00:24:00	AD	985,90	 	1029,55	 	984,55	 	1031,77	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,62	 	987,30	 	-0,60	 	8	 
2022-01-26 00:25:00	AD	985,90	 	1029,55	 	984,55	 	1031,77	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,62	 	987,30	 	-0,60	 	8	 
2022-01-26 00:26:00	AD	985,90	 	1029,55	 	984,55	 	1031,77	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,62	 	987,30	 	-0,60	 	8	 
2022-01-26 00:27:00	AD	985,90	 	1029,55	 	984,55	 	1031,77	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,62	 	987,30	 	-0,60	 	8	 
2022-01-26 00:28:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	8	 
2022-01-26 00:29:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	8	 
2022-01-26 00:30:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	8	 
2022-01-26 00:31:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	8	 
2022-01-26 00:32:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	8	 
2022-01-26 00:33:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	8	 
2022-01-26 00:34:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	7	 
2022-01-26 00:35:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	7	 
2022-01-26 00:36:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	7	 
2022-01-26 00:37:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	7	 
2022-01-26 00:38:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	7	 
2022-01-26 00:39:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	7	 
2022-01-26 00:40:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	7	 
2022-01-26 00:41:00	AD	985,90	 	1029,55	 	984,55	 	1031,77	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,62	 	987,30	 	-0,60	 	7	 
2022-01-26 00:42:00	AD	985,90	 	1029,55	 	984,55	 	1031,77	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,62	 	987,30	 	-0,60	 	7	 
2022-01-26 00:43:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	7	 
2022-01-26 00:44:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	7	 
2022-01-26 00:45:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	7	 
2022-01-26 00:46:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	7	 
2022-01-26 00:47:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	7	 
2022-01-26 00:48:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	7	 
2022-01-26 00:49:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	7	 
2022-01-26 00:50:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	7	 
2022-01-26 00:51:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	7	 
2022-01-26 00:52:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	7	 
2022-01-26 00:53:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	7	 
2022-01-26 00:54:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	6	 
2022-01-26 00:55:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	6	 
2022-01-26 00:56:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	6	 
2022-01-26 00:57:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	6	 
2022-01-26 00:58:00	AD	985,90	 	1029,55	 	984,55	 	1031,81	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	6	 
2022-01-26 00:59:00	AD	985,90	 	1029,55	 	984,55	 	1031,81	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	6	 
2022-01-26 01:00:00	AD	985,90	 	1029,55	 	984,55	 	1031,81	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	6	 
2022-01-26 01:01:00	AD	985,90	 	1029,55	 	984,55	 	1031,81	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	6	 
2022-01-26 01:02:00	AD	985,90	 	1029,55	 	984,55	 	1031,81	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	6	 
2022-01-26 01:03:00	AD	985,90	 	1029,55	 	984,55	 	1031,81	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	6	 
2022-01-26 01:04:00	AD	985,90	 	1029,55	 	984,55	 	1031,81	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	6	 
2022-01-26 01:05:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	6	 
2022-01-26 01:06:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	6	 
2022-01-26 01:07:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	6	 
2022-01-26 01:08:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	6	 
2022-01-26 01:09:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	6	 
2022-01-26 01:10:00	AD	985,90	 	1029,55	 	984,55	 	1031,79	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	-0,60	 	6	 
