CREATEDATE	SITE	PA_INS (HPA)	ST	PA_QNH (HPA)	ST	PA_QFE_AD (HPA)	ST	PA_QFF (HPA)	ST	TL	ST	ALT (FT)	ST	PA_QFESYNOP (HPA)	ST	PA_QFE_TDZ24 (HPA)	ST	PA_QFE_TDZ06 (HPA)	ST	PA_QFE_TDZ31 (HPA)	ST	PA_QFE_TDZ13 (HPA)	ST	QFESYNOP3H (HPA)	ST	QFESYNOPT (HPA)	ST
2022-01-13 00:00:00	AD	993,60	 	1037,52	 	992,22	 	1040,34	 	60	 	 	 	993,60	 	995,13	 	993,42	 	992,29	 	995,03	 	0,50	 	2	 
2022-01-13 00:01:00	AD	993,50	 	1037,42	 	992,12	 	1040,23	 	60	 	 	 	993,50	 	995,03	 	993,32	 	992,19	 	994,93	 	0,50	 	2	 
2022-01-13 00:02:00	AD	993,50	 	1037,42	 	992,12	 	1040,23	 	60	 	 	 	993,50	 	995,03	 	993,32	 	992,19	 	994,93	 	0,30	 	0	 
2022-01-13 00:03:00	AD	993,50	 	1037,42	 	992,12	 	1040,22	 	60	 	 	 	993,50	 	995,03	 	993,32	 	992,19	 	994,93	 	0,30	 	0	 
2022-01-13 00:04:00	AD	993,50	 	1037,42	 	992,12	 	1040,23	 	60	 	 	 	993,50	 	995,03	 	993,32	 	992,19	 	994,93	 	0,30	 	0	 
2022-01-13 00:05:00	AD	993,50	 	1037,42	 	992,12	 	1040,23	 	60	 	 	 	993,50	 	995,03	 	993,32	 	992,19	 	994,93	 	0,30	 	0	 
2022-01-13 00:06:00	AD	993,50	 	1037,42	 	992,12	 	1040,22	 	60	 	 	 	993,50	 	995,03	 	993,32	 	992,19	 	994,93	 	0,30	 	0	 
2022-01-13 00:07:00	AD	993,50	 	1037,42	 	992,12	 	1040,22	 	60	 	 	 	993,50	 	995,03	 	993,32	 	992,19	 	994,93	 	0,30	 	0	 
2022-01-13 00:08:00	AD	993,50	 	1037,42	 	992,12	 	1040,22	 	60	 	 	 	993,50	 	995,03	 	993,32	 	992,19	 	994,93	 	0,30	 	0	 
2022-01-13 00:09:00	AD	993,50	 	1037,42	 	992,12	 	1040,22	 	60	 	 	 	993,50	 	995,03	 	993,32	 	992,19	 	994,93	 	0,30	 	0	 
