CREATEDATE	SITE	PA_INS (HPA)	ST	PA_QNH (HPA)	ST	PA_QFE_AD (HPA)	ST	PA_QFF (HPA)	ST	TL	ST	ALT (FT)	ST	PA_QFESYNOP (HPA)	ST	PA_QFE_TDZ24 (HPA)	ST	PA_QFE_TDZ06 (HPA)	ST	PA_QFE_TDZ31 (HPA)	ST	PA_QFE_TDZ13 (HPA)	ST	QFESYNOP3H (HPA)	ST	QFESYNOPT (HPA)	ST
16.1.2022 0:00	AD	981,1	 	1024,58	 	979,73	 	1027,55	 	60	 	 	 	981,1	 	982,62	 	980,93	 	979,8	 	982,52	 	-0,6	 	8	 
16.1.2022 0:01	AD	981,2	 	1024,68	 	979,83	 	1027,65	 	60	 	 	 	981,2	 	982,72	 	981,03	 	979,9	 	982,62	 	-0,6	 	8	 
16.1.2022 0:02	AD	981,1	 	1024,58	 	979,73	 	1027,55	 	60	 	 	 	981,1	 	982,62	 	980,93	 	979,8	 	982,52	 	-1	 	8	 
16.1.2022 0:03	AD	981,2	 	1024,68	 	979,83	 	1027,62	 	60	 	 	 	981,2	 	982,72	 	981,03	 	979,9	 	982,62	 	-1	 	8	 
16.1.2022 0:04	AD	981,1	 	1024,58	 	979,73	 	1027,51	 	60	 	 	 	981,1	 	982,62	 	980,93	 	979,8	 	982,52	 	-1	 	8	 
16.1.2022 0:05	AD	981,1	 	1024,58	 	979,73	 	1027,5	 	60	 	 	 	981,1	 	982,61	 	980,93	 	979,8	 	982,52	 	-1	 	8	 
16.1.2022 0:06	AD	981,1	 	1024,58	 	979,73	 	1027,5	 	60	 	 	 	981,1	 	982,61	 	980,93	 	979,8	 	982,52	 	-1	 	8	 
16.1.2022 0:07	AD	981,1	 	1024,58	 	979,73	 	1027,5	 	60	 	 	 	981,1	 	982,61	 	980,93	 	979,8	 	982,52	 	-1	 	8	 
16.1.2022 0:08	AD	981,1	 	1024,58	 	979,73	 	1027,5	 	60	 	 	 	981,1	 	982,61	 	980,93	 	979,8	 	982,52	 	-1	 	8	 
16.1.2022 0:09	AD	981,1	 	1024,58	 	979,73	 	1027,5	 	60	 	 	 	981,1	 	982,61	 	980,93	 	979,8	 	982,52	 	-1	 	8	 
16.1.2022 0:10	AD	981,2	 	1024,68	 	979,83	 	1027,62	 	60	 	 	 	981,2	 	982,72	 	981,03	 	979,9	 	982,62	 	-1	 	8	 
16.1.2022 0:11	AD	981,2	 	1024,68	 	979,83	 	1027,64	 	60	 	 	 	981,2	 	982,72	 	981,03	 	979,9	 	982,62	 	-1	 	8	 
16.1.2022 0:12	AD	981,2	 	1024,68	 	979,83	 	1027,64	 	60	 	 	 	981,2	 	982,72	 	981,03	 	979,9	 	982,62	 	-1,3	 	6	 
16.1.2022 0:13	AD	981,3	 	1024,78	 	979,93	 	1027,74	 	60	 	 	 	981,3	 	982,82	 	981,13	 	980	 	982,72	 	-1,3	 	6	 
16.1.2022 0:14	AD	981,2	 	1024,68	 	979,83	 	1027,64	 	60	 	 	 	981,2	 	982,72	 	981,03	 	979,9	 	982,62	 	-1,3	 	6	 
16.1.2022 0:15	AD	981,2	 	1024,68	 	979,83	 	1027,62	 	60	 	 	 	981,2	 	982,72	 	981,03	 	979,9	 	982,62	 	-1,3	 	6	 
16.1.2022 0:16	AD	981,2	 	1024,68	 	979,83	 	1027,64	 	60	 	 	 	981,2	 	982,72	 	981,03	 	979,9	 	982,62	 	-1,3	 	6	 
16.1.2022 0:17	AD	981,3	 	1024,78	 	979,93	 	1027,76	 	60	 	 	 	981,3	 	982,82	 	981,13	 	980	 	982,72	 	-1,3	 	6	 
16.1.2022 0:18	AD	981,2	 	1024,68	 	979,83	 	1027,65	 	60	 	 	 	981,2	 	982,72	 	981,03	 	979,9	 	982,62	 	-1,3	 	6	 
16.1.2022 0:19	AD	981,2	 	1024,68	 	979,83	 	1027,64	 	60	 	 	 	981,2	 	982,72	 	981,03	 	979,9	 	982,62	 	-1,3	 	6	 
16.1.2022 0:20	AD	981,1	 	1024,58	 	979,73	 	1027,48	 	60	 	 	 	981,1	 	982,61	 	980,93	 	979,8	 	982,52	 	-1,3	 	6	 
16.1.2022 0:21	AD	981	 	1024,47	 	979,64	 	1027,34	 	60	 	 	 	981	 	982,51	 	980,83	 	979,7	 	982,42	 	-1,3	 	6	 
16.1.2022 0:22	AD	980,9	 	1024,37	 	979,54	 	1027,22	 	60	 	 	 	980,9	 	982,41	 	980,73	 	979,6	 	982,32	 	-1,1	 	8	 
16.1.2022 0:23	AD	980,9	 	1024,37	 	979,54	 	1027,2	 	60	 	 	 	980,9	 	982,41	 	980,73	 	979,6	 	982,32	 	-1,1	 	8	 
16.1.2022 0:24	AD	981	 	1024,47	 	979,64	 	1027,3	 	60	 	 	 	981	 	982,51	 	980,83	 	979,7	 	982,42	 	-1,1	 	8	 
16.1.2022 0:25	AD	981	 	1024,47	 	979,64	 	1027,3	 	60	 	 	 	981	 	982,51	 	980,83	 	979,7	 	982,42	 	-1,1	 	8	 
16.1.2022 0:26	AD	981	 	1024,47	 	979,64	 	1027,3	 	60	 	 	 	981	 	982,51	 	980,83	 	979,7	 	982,42	 	-1,1	 	8	 
16.1.2022 0:27	AD	981	 	1024,47	 	979,64	 	1027,3	 	60	 	 	 	981	 	982,51	 	980,83	 	979,7	 	982,42	 	-1,1	 	8	 
