CREATEDATE	SITE	PA_INS (HPA)	ST	PA_QNH (HPA)	ST	PA_QFE_AD (HPA)	ST	PA_QFF (HPA)	ST	TL	ST	ALT (FT)	ST	PA_QFESYNOP (HPA)	ST	PA_QFE_TDZ24 (HPA)	ST	PA_QFE_TDZ06 (HPA)	ST	PA_QFE_TDZ31 (HPA)	ST	PA_QFE_TDZ13 (HPA)	ST	QFESYNOP3H (HPA)	ST	QFESYNOPT (HPA)	ST
2022-01-23 00:00:00	AD	985,80	 	1029,44	 	984,45	 	1031,69	 	60	 	 	 	985,80	 	987,30	 	985,63	 	984,52	 	987,20	 	0,50	 	3	 
2022-01-23 00:01:00	AD	985,80	 	1029,44	 	984,45	 	1031,69	 	60	 	 	 	985,80	 	987,30	 	985,63	 	984,52	 	987,20	 	0,50	 	3	 
2022-01-23 00:02:00	AD	985,80	 	1029,44	 	984,45	 	1031,69	 	60	 	 	 	985,80	 	987,30	 	985,63	 	984,52	 	987,20	 	0,50	 	3	 
2022-01-23 00:03:00	AD	985,80	 	1029,44	 	984,45	 	1031,69	 	60	 	 	 	985,80	 	987,30	 	985,63	 	984,52	 	987,20	 	0,50	 	3	 
2022-01-23 00:04:00	AD	985,80	 	1029,44	 	984,45	 	1031,69	 	60	 	 	 	985,80	 	987,30	 	985,63	 	984,52	 	987,20	 	0,50	 	3	 
2022-01-23 00:05:00	AD	985,80	 	1029,44	 	984,45	 	1031,69	 	60	 	 	 	985,80	 	987,30	 	985,63	 	984,52	 	987,20	 	0,50	 	3	 
2022-01-23 00:06:00	AD	985,80	 	1029,44	 	984,45	 	1031,69	 	60	 	 	 	985,80	 	987,30	 	985,63	 	984,52	 	987,20	 	0,50	 	3	 
2022-01-23 00:07:00	AD	985,80	 	1029,44	 	984,45	 	1031,70	 	60	 	 	 	985,80	 	987,30	 	985,63	 	984,51	 	987,20	 	0,50	 	3	 
2022-01-23 00:08:00	AD	985,80	 	1029,44	 	984,45	 	1031,70	 	60	 	 	 	985,80	 	987,30	 	985,63	 	984,51	 	987,20	 	0,50	 	3	 
2022-01-23 00:09:00	AD	985,80	 	1029,44	 	984,45	 	1031,70	 	60	 	 	 	985,80	 	987,30	 	985,63	 	984,51	 	987,20	 	0,50	 	3	 
2022-01-23 00:10:00	AD	985,80	 	1029,44	 	984,45	 	1031,70	 	60	 	 	 	985,80	 	987,30	 	985,63	 	984,51	 	987,20	 	0,50	 	3	 
2022-01-23 00:11:00	AD	985,80	 	1029,44	 	984,45	 	1031,70	 	60	 	 	 	985,80	 	987,30	 	985,63	 	984,51	 	987,20	 	0,50	 	3	 
2022-01-23 00:12:00	AD	985,80	 	1029,44	 	984,45	 	1031,70	 	60	 	 	 	985,80	 	987,30	 	985,63	 	984,51	 	987,20	 	0,50	 	3	 
2022-01-23 00:13:00	AD	985,80	 	1029,44	 	984,45	 	1031,70	 	60	 	 	 	985,80	 	987,30	 	985,63	 	984,51	 	987,20	 	0,40	 	3	 
2022-01-23 00:14:00	AD	985,80	 	1029,44	 	984,45	 	1031,70	 	60	 	 	 	985,80	 	987,30	 	985,63	 	984,51	 	987,20	 	0,40	 	3	 
2022-01-23 00:15:00	AD	985,90	 	1029,55	 	984,55	 	1031,81	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	0,40	 	3	 
2022-01-23 00:16:00	AD	985,90	 	1029,55	 	984,55	 	1031,81	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	0,40	 	3	 
2022-01-23 00:17:00	AD	985,90	 	1029,55	 	984,55	 	1031,81	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	0,40	 	3	 
2022-01-23 00:18:00	AD	985,90	 	1029,55	 	984,55	 	1031,81	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	0,40	 	3	 
2022-01-23 00:19:00	AD	985,90	 	1029,55	 	984,55	 	1031,83	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	0,40	 	3	 
2022-01-23 00:20:00	AD	985,90	 	1029,55	 	984,55	 	1031,83	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	0,40	 	3	 
2022-01-23 00:21:00	AD	985,90	 	1029,55	 	984,55	 	1031,83	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	0,40	 	3	 
2022-01-23 00:22:00	AD	985,90	 	1029,55	 	984,55	 	1031,83	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	0,40	 	3	 
2022-01-23 00:23:00	AD	985,90	 	1029,55	 	984,55	 	1031,83	 	60	 	 	 	985,90	 	987,40	 	985,73	 	984,61	 	987,30	 	0,50	 	3	 
